Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Material,wave-propagation-media,Application,sensing-general,0,1.0,1.0,2.0
Material,chemical-fuel,Application,sensing-general,0,1.0,1.0,2.0
Theory,thermodynamics-of-information,Mechanism,physical-intrinsic-learning-rules,1,0.0,0.0,2.0
Material,chemical-oscillators,Application,unconventional--physical-computing,0,1.0,1.0,2.0
Material,chemical-oscillators,Application,data-storage,0,1.0,1.0,2.0
Material,chemical-oscillators,Application,self-healing-materials-applications,0,1.0,1.0,2.0
Material,chemical-oscillators,Application,reconfigurable-systems--modular-robotics,0,1.0,1.0,2.0
Material,chemical-oscillators,Application,nanotechnology--micro-assembly,0,1.0,1.0,2.0
Theory,physical-intelligence-pi,Mechanism,energy-flow-dissipation,1,-0.636,0.0,2.0
Theory,physical-intelligence-pi,Mechanism,driven-by-physical-forces-dynamics,1,-0.494,0.0,2.0
Theory,physical-intelligence-pi,Mechanism,irreversible-state-change-memory,1,-0.671,0.0,2.0
Theory,control-theory,Mechanism,energy-flow-dissipation,1,0.0,0.0,2.0
Theory,control-theory,Mechanism,cellular-tissue-plasticity,1,-0.2,0.0,2.0
Theory,control-theory,Mechanism,developmental-plasticity,1,-0.2,0.0,2.0
Theory,liquid-crystal-theory,Mechanism,shape-memory,1,0.0,0.0,2.0
Theory,network-theory,Mechanism,criticality-driven-organization,1,-0.191,0.0,2.0
Method,particle-cell-tracking-analysis,Material,pnipam-networks-in-ionic-liquid,1,-0.671,0.0,2.0
Mechanism,driven-by-biological-processes,Method,numerical-ode-pde-solvers,1,-0.135,0.0,2.0
Mechanism,driven-by-biological-processes,Method,feedback-control-loops,1,-0.533,0.0,2.0
Mechanism,driven-by-biological-processes,Method,biological-assays,1,0.0,0.0,2.0
Mechanism,driven-by-algorithmic-computational-rules,Method,network-modeling,1,-0.115,0.0,2.0
Mechanism,driven-by-algorithmic-computational-rules,Method,network-topology-analysis,1,-0.447,0.0,2.0
Mechanism,ness-selection--dissipative-adaptation,Method,langevin-dynamics,1,-0.2,0.0,2.0
Theory,thermodynamic-uncertainty-relations,Phenomenon,autonomous-self-propulsion,1,-0.335,0.0,2.0
Method,evaporation-driven-assembly,Material,wave-propagation-media,1,-0.2,0.0,2.0
Method,evaporation-driven-assembly,Material,shape-memory-polymers-smps,1,-0.539,0.0,2.0
Method,evaporation-driven-assembly,Material,photomechanochromic-polymers,1,-0.417,0.0,2.0
Method,evaporation-driven-assembly,Material,ion-exchange-polymer-nafion,1,-0.2,0.0,2.0
Method,evaporation-driven-assembly,Material,conductive-filler-composites,1,-0.2,0.0,2.0
Method,evaporation-driven-assembly,Material,phase-change-composites,1,-0.316,0.0,2.0
Method,evaporation-driven-assembly,Material,btf-interface,1,-0.316,0.0,2.0
Theory,thermodynamics-of-information,Phenomenon,photosynthesis,1,-0.104,0.0,2.0
Method,polymer-synthesis-processing,Material,ferrofluids,1,-0.424,0.0,2.0
Method,polymer-synthesis-processing,Material,active-matter-fluids,1,-0.447,0.0,2.0
Method,self-assembly-methods,Material,block-copolymers,1,-0.671,0.0,2.0
Method,self-assembly-methods,Material,dna,1,-0.098,0.0,2.0
Method,dna-directed-assembly,Material,block-copolymers,1,-0.49,0.0,2.0
Method,dna-directed-assembly,Material,colloidal-particles,1,-0.48,0.0,2.0
Method,dna-directed-assembly,Material,artificial-chemistries,1,0.0,0.0,2.0
Method,evaporation-driven-assembly,Material,pnipam-networks-in-ionic-liquid,1,-0.316,0.0,2.0
Theory,active-matter-theory,Mechanism,indirect-relayed-sensing,1,0.0,0.0,2.0
Theory,active-matter-theory,Mechanism,criticality-driven-organization,1,0.0,0.0,2.0
Method,particle-cell-tracking-analysis,Material,elastomers-general,1,-0.429,0.0,2.0
Theory,liquid-crystal-theory,Phenomenon,velocity-fields,1,0.0,0.0,2.0
Theory,network-theory,Phenomenon,flocking--schooling--swarming,1,-0.127,0.0,2.0
Theory,network-theory,Phenomenon,collective-decision-making,1,0.0,0.0,2.0
Theory,continuum-mechanics,Phenomenon,active-turbulence,1,-0.671,0.0,2.0
Theory,continuum-mechanics,Phenomenon,collective-rotation--milling,1,-0.112,0.0,2.0
Method,particle-cell-tracking-analysis,Material,metals,1,-0.422,0.0,2.0
Method,particle-cell-tracking-analysis,Material,fe3o4-nanoparticles,1,-0.657,0.0,2.0
Method,particle-cell-tracking-analysis,Material,ferrofluids,1,-0.483,0.0,2.0
Method,particle-cell-tracking-analysis,Material,chemical-fuel,1,-0.424,0.0,2.0
Method,molecular-dynamics-md,Material,pnipam-networks-in-ionic-liquid,1,-0.316,0.0,2.0
Method,molecular-dynamics-md,Material,shape-memory-polymers-smps,1,-0.539,0.0,2.0
Method,molecular-dynamics-md,Material,photomechanochromic-polymers,1,-0.417,0.0,2.0
Mechanism,ness-selection--dissipative-adaptation,Method,statistical-analysis,1,-0.31,0.0,2.0
Theory,basal-minimal-cognition-conceptual,Application,soft-robotics,0,0.493,1.5,1.993
Theory,basal-minimal-cognition-conceptual,Application,biosensing,0,0.493,1.5,1.993
Theory,bayesian-mechanics,Application,biosensing,0,0.465,1.5,1.965
Theory,bayesian-mechanics,Application,neuromorphic-computing--hardware,0,0.465,1.5,1.965
Theory,thermodynamic-uncertainty-relations,Application,structural-health-monitoring,0,0.447,1.5,1.947
Theory,thermodynamic-uncertainty-relations,Application,drug-delivery,0,0.447,1.5,1.947
Theory,continuum-mechanics,Application,biosensing,0,0.438,1.5,1.938
Theory,collective-intelligence-conceptual,Application,biosensing,0,0.435,1.5,1.935
Theory,liquid-crystal-theory,Application,microrobotics,0,0.433,1.5,1.933
Theory,liquid-crystal-theory,Application,artificial-cells--protocells,0,0.433,1.5,1.933
Theory,embodied-intelligence-conceptual,Application,neuromorphic-computing--hardware,0,0.418,1.5,1.918
Theory,statistical-mechanics--stochastic-thermodynamics,Application,unconventional--physical-computing,0,0.417,1.5,1.917
Theory,statistical-mechanics--stochastic-thermodynamics,Application,data-storage,0,0.417,1.5,1.917
Theory,thermodynamics-of-information,Application,reconfigurable-systems--modular-robotics,0,0.417,1.5,1.917
Theory,thermodynamics-of-information,Application,self-healing-materials-applications,0,0.417,1.5,1.917
Theory,thermodynamics-of-information,Application,unconventional--physical-computing,0,0.417,1.5,1.917
Theory,thermodynamics-of-information,Application,data-storage,0,0.417,1.5,1.917
Theory,dynamical-systems-theory,Application,data-storage,0,0.417,1.5,1.917
Theory,dynamical-systems-theory,Application,unconventional--physical-computing,0,0.417,1.5,1.917
Theory,statistical-mechanics--stochastic-thermodynamics,Application,nanotechnology--micro-assembly,0,0.417,1.5,1.917
Theory,statistical-mechanics--stochastic-thermodynamics,Application,reconfigurable-systems--modular-robotics,0,0.417,1.5,1.917
Theory,statistical-mechanics--stochastic-thermodynamics,Application,self-healing-materials-applications,0,0.417,1.5,1.917
Theory,dynamical-systems-theory,Application,reconfigurable-systems--modular-robotics,0,0.417,1.5,1.917
Theory,dynamical-systems-theory,Application,self-healing-materials-applications,0,0.417,1.5,1.917
Theory,thermodynamics-of-information,Application,nanotechnology--micro-assembly,0,0.417,1.5,1.917
Theory,dynamical-systems-theory,Application,nanotechnology--micro-assembly,0,0.417,1.5,1.917
Theory,active-inference-fep,Application,data-storage,0,0.405,1.5,1.905
Theory,active-inference-fep,Application,unconventional--physical-computing,0,0.405,1.5,1.905
Theory,collective-intelligence-conceptual,Application,self-healing-materials-applications,0,0.405,1.5,1.905
Theory,active-inference-fep,Application,self-healing-materials-applications,0,0.405,1.5,1.905
Theory,active-inference-fep,Application,reconfigurable-systems--modular-robotics,0,0.405,1.5,1.905
Theory,active-inference-fep,Application,nanotechnology--micro-assembly,0,0.405,1.5,1.905
Theory,collective-intelligence-conceptual,Application,nanotechnology--micro-assembly,0,0.405,1.5,1.905
Theory,collective-intelligence-conceptual,Application,unconventional--physical-computing,0,0.405,1.5,1.905
Theory,collective-intelligence-conceptual,Application,data-storage,0,0.405,1.5,1.905
Theory,liquid-crystal-theory,Application,neuromorphic-computing--hardware,0,0.354,1.5,1.854
Material,liquid-crystal-elastomers-lces,Application,neuromorphic-computing--hardware,0,0.849,1.0,1.849
Theory,quantum-mechanics,Application,structural-health-monitoring,0,0.334,1.5,1.834
Theory,quantum-mechanics,Application,drug-delivery,0,0.334,1.5,1.834
Theory,statistical-mechanics--stochastic-thermodynamics,Application,biosensing,0,0.323,1.5,1.823
Theory,collective-intelligence-conceptual,Application,artificial-cells--protocells,0,0.32,1.5,1.82
Theory,collective-intelligence-conceptual,Application,microrobotics,0,0.32,1.5,1.82
Theory,network-theory,Application,drug-delivery,0,0.302,1.5,1.802
Theory,assembly-theory-at,Application,structural-health-monitoring,0,0.3,1.5,1.8
Theory,assembly-theory-at,Application,drug-delivery,0,0.3,1.5,1.8
Theory,information-theory,Application,nanotechnology--micro-assembly,0,0.283,1.5,1.783
Theory,information-theory,Application,data-storage,0,0.283,1.5,1.783
Theory,continuum-mechanics,Application,bioelectronics,0,0.283,1.5,1.783
Theory,information-theory,Application,unconventional--physical-computing,0,0.283,1.5,1.783
Theory,physical-intelligence-pi,Application,sensing-general,0,0.283,1.5,1.783
Theory,bayesian-mechanics,Application,structural-health-monitoring,0,0.283,1.5,1.783
Theory,continuum-mechanics,Application,sensing-general,0,0.283,1.5,1.783
Material,living-cells-and-tissues,Application,neuromorphic-computing--hardware,0,0.783,1.0,1.783
Theory,bayesian-mechanics,Application,drug-delivery,0,0.283,1.5,1.783
Theory,information-theory,Application,self-healing-materials-applications,0,0.283,1.5,1.783
Theory,information-theory,Application,reconfigurable-systems--modular-robotics,0,0.283,1.5,1.783
Material,microtubules,Application,neuromorphic-computing--hardware,0,0.775,1.0,1.775
Material,chemical-oscillators,Application,neuromorphic-computing--hardware,0,0.775,1.0,1.775
Material,silicon-si-and-porous-silicon-psi,Application,sensing-general,0,0.775,1.0,1.775
Theory,embodied-intelligence-conceptual,Application,nanotechnology--micro-assembly,0,0.27,1.5,1.77
Theory,embodied-intelligence-conceptual,Application,reconfigurable-systems--modular-robotics,0,0.27,1.5,1.77
Theory,embodied-intelligence-conceptual,Application,self-healing-materials-applications,0,0.27,1.5,1.77
Theory,embodied-intelligence-conceptual,Application,sensing-general,0,0.27,1.5,1.77
Theory,network-theory,Application,self-healing-materials-applications,0,0.27,1.5,1.77
Theory,network-theory,Application,data-storage,0,0.27,1.5,1.77
Theory,network-theory,Application,unconventional--physical-computing,0,0.27,1.5,1.77
Theory,network-theory,Application,nanotechnology--micro-assembly,0,0.27,1.5,1.77
Theory,quantum-mechanics,Application,flexible-electronics,0,0.27,1.5,1.77
Theory,network-theory,Application,reconfigurable-systems--modular-robotics,0,0.27,1.5,1.77
Theory,embodied-intelligence-conceptual,Application,data-storage,0,0.27,1.5,1.77
Theory,quantum-mechanics,Application,bioelectronics,0,0.27,1.5,1.77
Theory,dynamical-systems-theory,Application,structural-health-monitoring,0,0.262,1.5,1.762
Theory,dynamical-systems-theory,Application,drug-delivery,0,0.262,1.5,1.762
Theory,thermodynamics-of-information,Application,drug-delivery,0,0.262,1.5,1.762
Theory,thermodynamics-of-information,Application,structural-health-monitoring,0,0.262,1.5,1.762
Theory,quantum-mechanics,Application,neuromorphic-computing--hardware,0,0.261,1.5,1.761
Theory,collective-intelligence-conceptual,Application,soft-robotics,0,0.261,1.5,1.761
Theory,thermodynamic-uncertainty-relations,Application,microrobotics,0,0.25,1.5,1.75
Theory,thermodynamic-uncertainty-relations,Application,artificial-cells--protocells,0,0.25,1.5,1.75
Theory,assembly-theory-at,Application,microrobotics,0,0.224,1.5,1.724
Theory,statistical-mechanics--stochastic-thermodynamics,Application,microrobotics,0,0.22,1.5,1.72
Theory,assembly-theory-at,Application,soft-robotics,0,0.219,1.5,1.719
Theory,assembly-theory-at,Application,biosensing,0,0.219,1.5,1.719
Theory,assembly-theory-at,Application,neuromorphic-computing--hardware,0,0.219,1.5,1.719
Material,ferrofluids,Application,neuromorphic-computing--hardware,0,0.712,1.0,1.712
Material,ferrofluids,Application,sensing-general,0,0.707,1.0,1.707
Material,ferromagnetic-materials,Application,sensing-general,0,0.707,1.0,1.707
Theory,embodied-intelligence-conceptual,Application,structural-health-monitoring,0,0.191,1.5,1.691
Theory,network-theory,Application,biosensing,0,0.191,1.5,1.691
Theory,embodied-intelligence-conceptual,Application,drug-delivery,0,0.191,1.5,1.691
Theory,information-theory,Application,structural-health-monitoring,0,0.183,1.5,1.683
Theory,information-theory,Application,drug-delivery,0,0.183,1.5,1.683
Material,shape-memory-polymers-smps,Application,unconventional--physical-computing,0,0.674,1.0,1.674
Material,shape-memory-polymers-smps,Application,self-healing-materials-applications,0,0.674,1.0,1.674
Material,living-cells-and-tissues,Application,nanotechnology--micro-assembly,0,0.674,1.0,1.674
Material,shape-memory-polymers-smps,Application,data-storage,0,0.674,1.0,1.674
Material,shape-memory-polymers-smps,Application,nanotechnology--micro-assembly,0,0.674,1.0,1.674
Material,living-cells-and-tissues,Application,unconventional--physical-computing,0,0.674,1.0,1.674
Material,living-cells-and-tissues,Application,self-healing-materials-applications,0,0.674,1.0,1.674
Material,living-cells-and-tissues,Application,data-storage,0,0.674,1.0,1.674
Material,living-cells-and-tissues,Application,reconfigurable-systems--modular-robotics,0,0.674,1.0,1.674
Material,nanowires,Application,sensing-general,0,0.674,1.0,1.674
Theory,statistical-mechanics--stochastic-thermodynamics,Application,soft-robotics,0,0.144,1.5,1.644
Theory,basal-minimal-cognition-conceptual,Application,bioelectronics,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,data-storage,0,0.141,1.5,1.641
Theory,basal-minimal-cognition-conceptual,Application,flexible-electronics,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,bioelectronics,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,reconfigurable-systems--modular-robotics,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,sensing-general,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,flexible-electronics,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,self-healing-materials-applications,0,0.141,1.5,1.641
Theory,assembly-theory-at,Application,unconventional--physical-computing,0,0.141,1.5,1.641
Material,chemical-oscillators,Application,microrobotics,0,0.632,1.0,1.632
Material,btf-interface,Application,self-healing-materials-applications,0,0.632,1.0,1.632
Material,btf-interface,Application,nanotechnology--micro-assembly,0,0.632,1.0,1.632
Material,phase-change-composites,Application,sensing-general,0,0.632,1.0,1.632
Material,plasmonics-metamaterials,Application,unconventional--physical-computing,0,0.632,1.0,1.632
Material,plasmonics-metamaterials,Application,data-storage,0,0.632,1.0,1.632
Material,plasmonics-metamaterials,Application,reconfigurable-systems--modular-robotics,0,0.632,1.0,1.632
Material,block-copolymers,Application,self-healing-materials-applications,0,0.632,1.0,1.632
Material,ion-exchange-polymer-nafion,Application,artificial-cells--protocells,0,0.632,1.0,1.632
Material,microtubules,Application,microrobotics,0,0.632,1.0,1.632
Material,microtubules,Application,artificial-cells--protocells,0,0.632,1.0,1.632
Material,plasmonics-metamaterials,Application,sensing-general,0,0.632,1.0,1.632
Material,plasmonics-metamaterials,Application,self-healing-materials-applications,0,0.632,1.0,1.632
Material,pnipam-networks-in-ionic-liquid,Application,sensing-general,0,0.632,1.0,1.632
Material,block-copolymers,Application,data-storage,0,0.632,1.0,1.632
Material,block-copolymers,Application,reconfigurable-systems--modular-robotics,0,0.632,1.0,1.632
Material,block-copolymers,Application,nanotechnology--micro-assembly,0,0.632,1.0,1.632
Material,btf-interface,Application,data-storage,0,0.632,1.0,1.632
Material,btf-interface,Application,unconventional--physical-computing,0,0.632,1.0,1.632
Material,block-copolymers,Application,unconventional--physical-computing,0,0.632,1.0,1.632
Theory,active-inference-fep,Application,drug-delivery,0,0.127,1.5,1.627
Theory,active-inference-fep,Application,structural-health-monitoring,0,0.127,1.5,1.627
Theory,thermodynamic-uncertainty-relations,Application,soft-robotics,0,0.122,1.5,1.622
Theory,thermodynamic-uncertainty-relations,Application,biosensing,0,0.122,1.5,1.622
Theory,embodied-intelligence-conceptual,Application,microrobotics,0,0.107,1.5,1.607
Theory,embodied-intelligence-conceptual,Application,artificial-cells--protocells,0,0.107,1.5,1.607
Theory,information-theory,Application,biosensing,0,0.073,1.5,1.573
Theory,thermodynamics-of-information,Application,biosensing,0,0.072,1.5,1.572
Theory,dynamical-systems-theory,Application,biosensing,0,0.072,1.5,1.572
Material,quantum-systems,Application,nanotechnology--micro-assembly,0,0.566,1.0,1.566
Material,quantum-systems,Application,unconventional--physical-computing,0,0.566,1.0,1.566
Material,quantum-systems,Application,data-storage,0,0.566,1.0,1.566
Material,quantum-systems,Application,self-healing-materials-applications,0,0.566,1.0,1.566
Material,memristors,Application,sensing-general,0,0.566,1.0,1.566
Material,quantum-systems,Application,reconfigurable-systems--modular-robotics,0,0.566,1.0,1.566
Theory,embodied-intelligence-conceptual,Application,biosensing,0,0.052,1.5,1.552
Material,liquid-crystal-elastomers-lces,Application,sensing-general,0,0.548,1.0,1.548
Material,liquid-crystal-elastomers-lces,Application,self-healing-materials-applications,0,0.548,1.0,1.548
Material,liquid-crystal-elastomers-lces,Application,data-storage,0,0.548,1.0,1.548
Material,liquid-crystal-elastomers-lces,Application,reconfigurable-systems--modular-robotics,0,0.548,1.0,1.548
Material,liquid-crystal-elastomers-lces,Application,nanotechnology--micro-assembly,0,0.548,1.0,1.548
Theory,category-theory,Application,reconfigurable-systems--modular-robotics,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,information-theory,Application,soft-robotics,0,-0.201,1.5,1.5
Theory,information-theory,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,information-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,information-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,bioelectronics,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,artificial-cells--protocells,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,bioelectronics,0,-0.316,1.5,1.5
Theory,assembly-theory-at,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,microrobotics,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,flexible-electronics,0,-0.417,1.5,1.5
Theory,quantum-mechanics,Application,biosensing,0,-0.104,1.5,1.5
Theory,quantum-mechanics,Application,sensing-general,0,-0.539,1.5,1.5
Theory,quantum-mechanics,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,drug-delivery,0,-0.483,1.5,1.5
Theory,collective-intelligence-conceptual,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,flexible-electronics,0,-0.139,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,flexible-electronics,0,-0.135,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,information-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,artificial-cells--protocells,0,-0.107,1.5,1.5
Theory,active-inference-fep,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,bioelectronics,0,-0.539,1.5,1.5
Theory,information-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,soft-robotics,0,-0.108,1.5,1.5
Theory,information-theory,Application,microrobotics,0,-0.112,1.5,1.5
Theory,information-theory,Application,flexible-electronics,0,-0.424,1.5,1.5
Theory,control-theory,Application,neuromorphic-computing--hardware,0,-0.31,1.5,1.5
Theory,control-theory,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,control-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,control-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,control-theory,Application,drug-delivery,0,-0.424,1.5,1.5
Theory,active-inference-fep,Application,biosensing,0,-0.052,1.5,1.5
Theory,active-inference-fep,Application,microrobotics,0,-0.107,1.5,1.5
Theory,active-inference-fep,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,structural-health-monitoring,0,-0.483,1.5,1.5
Theory,physical-intelligence-pi,Application,self-healing-materials-applications,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,reconfigurable-systems--modular-robotics,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,nanotechnology--micro-assembly,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,microrobotics,0,-0.671,1.5,1.5
Theory,physical-intelligence-pi,Application,flexible-electronics,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,network-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,artificial-cells--protocells,0,-0.671,1.5,1.5
Theory,physical-intelligence-pi,Application,data-storage,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,bioelectronics,0,-0.424,1.5,1.5
Theory,physical-intelligence-pi,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,category-theory,Application,soft-robotics,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,biosensing,0,-0.201,1.5,1.5
Theory,category-theory,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,category-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,category-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,category-theory,Application,drug-delivery,0,0.0,1.5,1.5
Theory,category-theory,Application,biosensing,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,flexible-electronics,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,microrobotics,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,flexible-electronics,0,-0.417,1.5,1.5
Theory,dynamical-systems-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,category-theory,Application,neuromorphic-computing--hardware,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,self-healing-materials-applications,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,reconfigurable-systems--modular-robotics,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,nanotechnology--micro-assembly,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,continuum-mechanics,Application,artificial-cells--protocells,0,-0.112,1.5,1.5
Theory,liquid-crystal-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,artificial-cells--protocells,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,bioelectronics,0,-0.417,1.5,1.5
Theory,dynamical-systems-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,assembly-theory-at,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,network-theory,Application,microrobotics,0,0.0,1.5,1.5
Theory,network-theory,Application,flexible-electronics,0,-0.27,1.5,1.5
Theory,network-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,network-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
